Time,Source,Destination,Protocol,Length
1757861981.85237,192.168.75.71,192.168.75.10,TCP,1514
1757861981.85237,192.168.75.71,192.168.75.10,TCP,1514
1757861981.852418,192.168.75.10,192.168.75.71,TCP,66
1757861981.852855,192.168.75.71,192.168.75.10,TCP,1514
1757861981.852855,192.168.75.71,192.168.75.10,TCP,1514
1757861981.852907,192.168.75.10,192.168.75.71,TCP,66
1757861981.853178,192.168.75.71,192.168.75.10,TCP,1514
1757861981.853178,192.168.75.71,192.168.75.10,TCP,1514
1757861981.853247,192.168.75.10,192.168.75.71,TCP,66
1757861981.8535,192.168.75.71,192.168.75.10,TCP,1514
1757861981.8535,192.168.75.71,192.168.75.10,TCP,1514
1757861981.853551,192.168.75.10,192.168.75.71,TCP,66
1757861981.853837,192.168.75.71,192.168.75.10,TCP,1514
1757861981.853837,192.168.75.71,192.168.75.10,TCP,1514
1757861981.853894,192.168.75.10,192.168.75.71,TCP,66
1757861981.85418,192.168.75.71,192.168.75.10,TCP,1514
1757861981.854242,192.168.75.10,192.168.75.71,TCP,66
1757861981.854561,192.168.75.71,192.168.75.10,TCP,1514
1757861981.854561,192.168.75.71,192.168.75.10,TCP,1514
1757861981.854705,192.168.75.10,192.168.75.71,TCP,66
1757861981.854937,192.168.75.71,192.168.75.10,TCP,1514
1757861981.854937,192.168.75.71,192.168.75.10,TCP,1514
1757861981.855065,192.168.75.10,192.168.75.71,TCP,66
1757861981.855141,192.168.75.71,192.168.75.10,TCP,1514
1757861981.855496,192.168.75.71,192.168.75.10,TCP,1514
1757861981.855533,192.168.75.10,192.168.75.71,TCP,66
1757861981.856196,192.168.75.71,192.168.75.10,TCP,1514
1757861981.856196,192.168.75.71,192.168.75.10,TCP,1514
1757861981.856259,192.168.75.10,192.168.75.71,TCP,66
1757861981.85665,192.168.75.71,192.168.75.10,TCP,1514
1757861981.85665,192.168.75.71,192.168.75.10,TCP,1514
1757861981.856699,192.168.75.10,192.168.75.71,TCP,66
1757861981.872673,192.168.75.71,192.168.75.10,TCP,1514
1757861981.872673,192.168.75.71,192.168.75.10,TCP,1514
1757861981.872806,192.168.75.10,192.168.75.71,TCP,66
1757861981.872997,192.168.75.71,192.168.75.10,TCP,1514
1757861981.872997,192.168.75.71,192.168.75.10,TCP,1514
1757861981.873051,192.168.75.10,192.168.75.71,TCP,66
1757861981.87346,192.168.75.71,192.168.75.10,TCP,1514
1757861981.87346,192.168.75.71,192.168.75.10,TCP,1514
1757861981.873531,192.168.75.10,192.168.75.71,TCP,66
1757861981.873798,192.168.75.71,192.168.75.10,TCP,1514
1757861981.873798,192.168.75.71,192.168.75.10,TCP,1514
1757861981.873854,192.168.75.10,192.168.75.71,TCP,66
1757861981.874114,192.168.75.71,192.168.75.10,TCP,1514
1757861981.874114,192.168.75.71,192.168.75.10,TCP,1514
1757861981.87418,192.168.75.10,192.168.75.71,TCP,66
1757861981.874499,192.168.75.71,192.168.75.10,TCP,1514
1757861981.874499,192.168.75.71,192.168.75.10,TCP,1514
1757861981.874576,192.168.75.10,192.168.75.71,TCP,66
1757861981.87482,192.168.75.71,192.168.75.10,TCP,1514
1757861981.87482,192.168.75.71,192.168.75.10,TCP,1514
1757861981.87488,192.168.75.10,192.168.75.71,TCP,66
1757861981.875183,192.168.75.71,192.168.75.10,TCP,1514
1757861981.875183,192.168.75.71,192.168.75.10,TCP,1514
1757861981.875249,192.168.75.10,192.168.75.71,TCP,66
1757861981.875519,192.168.75.71,192.168.75.10,TCP,1514
1757861981.875519,192.168.75.71,192.168.75.10,TCP,1514
1757861981.875571,192.168.75.10,192.168.75.71,TCP,66
1757861981.875876,192.168.75.71,192.168.75.10,TCP,1514
1757861981.875876,192.168.75.71,192.168.75.10,TCP,1514
1757861981.875922,192.168.75.10,192.168.75.71,TCP,66
1757861981.876344,192.168.75.71,192.168.75.10,TCP,1514
1757861981.876344,192.168.75.71,192.168.75.10,TCP,1514
1757861981.876405,192.168.75.10,192.168.75.71,TCP,66
1757861981.876666,192.168.75.71,192.168.75.10,TCP,1514
1757861981.876666,192.168.75.71,192.168.75.10,TCP,1514
1757861981.876709,192.168.75.10,192.168.75.71,TCP,66
1757861981.877033,192.168.75.71,192.168.75.10,TCP,1514
1757861981.877033,192.168.75.71,192.168.75.10,TCP,1514
1757861981.877084,192.168.75.10,192.168.75.71,TCP,66
1757861981.87737,192.168.75.71,192.168.75.10,TCP,1514
1757861981.87737,192.168.75.71,192.168.75.10,TCP,1514
1757861981.877416,192.168.75.10,192.168.75.71,TCP,66
1757861981.877715,192.168.75.71,192.168.75.10,TCP,1514
1757861981.877715,192.168.75.71,192.168.75.10,TCP,1514
1757861981.877768,192.168.75.10,192.168.75.71,TCP,66
1757861981.878054,192.168.75.71,192.168.75.10,TCP,1514
1757861981.878054,192.168.75.71,192.168.75.10,TCP,1514
1757861981.87811,192.168.75.10,192.168.75.71,TCP,66
1757861981.878427,192.168.75.71,192.168.75.10,TCP,1514
1757861981.878427,192.168.75.71,192.168.75.10,TCP,1514
1757861981.878491,192.168.75.10,192.168.75.71,TCP,66
1757861981.878914,192.168.75.71,192.168.75.10,TCP,1514
1757861981.878914,192.168.75.71,192.168.75.10,TCP,1514
1757861981.878965,192.168.75.10,192.168.75.71,TCP,66
1757861981.87919,192.168.75.71,192.168.75.10,TCP,1514
1757861981.87919,192.168.75.71,192.168.75.10,TCP,1514
1757861981.879231,192.168.75.10,192.168.75.71,TCP,66
1757861981.879649,192.168.75.71,192.168.75.10,TCP,1514
1757861981.879649,192.168.75.71,192.168.75.10,TCP,1514
1757861981.879703,192.168.75.10,192.168.75.71,TCP,66
1757861981.879838,192.168.75.71,192.168.75.10,TCP,1514
1757861981.879838,192.168.75.71,192.168.75.10,TCP,1514
1757861981.879884,192.168.75.10,192.168.75.71,TCP,66
1757861981.880249,192.168.75.71,192.168.75.10,TCP,1514
1757861981.880249,192.168.75.71,192.168.75.10,TCP,1514
1757861981.880309,192.168.75.10,192.168.75.71,TCP,66
1757861981.880525,192.168.75.71,192.168.75.10,TCP,1514
1757861981.881375,192.168.75.71,192.168.75.10,TCP,1514
1757861981.881375,192.168.75.71,192.168.75.10,TCP,1514
1757861981.881431,192.168.75.10,192.168.75.71,TCP,66
1757861981.881786,192.168.75.71,192.168.75.10,TCP,1514
1757861981.881868,192.168.75.10,192.168.75.71,TCP,66
1757861981.886523,192.168.75.71,192.168.75.10,TCP,1514
1757861981.886523,192.168.75.71,192.168.75.10,TCP,1514
1757861981.886637,192.168.75.10,192.168.75.71,TCP,66
1757861981.886809,192.168.75.71,192.168.75.10,TCP,1514
1757861981.886809,192.168.75.71,192.168.75.10,TCP,1514
1757861981.886854,192.168.75.10,192.168.75.71,TCP,66
1757861981.88703,192.168.75.71,192.168.75.10,TCP,1514
1757861981.88703,192.168.75.71,192.168.75.10,TCP,1514
1757861981.887074,192.168.75.10,192.168.75.71,TCP,66
1757861981.88736,192.168.75.71,192.168.75.10,TCP,1514
1757861981.88736,192.168.75.71,192.168.75.10,TCP,1514
1757861981.887418,192.168.75.10,192.168.75.71,TCP,66
1757861981.887703,192.168.75.71,192.168.75.10,TCP,1514
1757861981.887703,192.168.75.71,192.168.75.10,TCP,1514
1757861981.887751,192.168.75.10,192.168.75.71,TCP,66
1757861981.888166,192.168.75.71,192.168.75.10,TCP,1514
1757861981.888166,192.168.75.71,192.168.75.10,TCP,1514
1757861981.888207,192.168.75.10,192.168.75.71,TCP,66
1757861981.888515,192.168.75.71,192.168.75.10,TCP,1514
1757861981.888515,192.168.75.71,192.168.75.10,TCP,1514
1757861981.888552,192.168.75.10,192.168.75.71,TCP,66
1757861981.888845,192.168.75.71,192.168.75.10,TCP,1514
1757861981.888845,192.168.75.71,192.168.75.10,TCP,1514
1757861981.888882,192.168.75.10,192.168.75.71,TCP,66
1757861981.889196,192.168.75.71,192.168.75.10,TCP,1514
1757861981.889196,192.168.75.71,192.168.75.10,TCP,1514
1757861981.889261,192.168.75.10,192.168.75.71,TCP,66
1757861981.889676,192.168.75.71,192.168.75.10,TCP,1514
1757861981.889676,192.168.75.71,192.168.75.10,TCP,1514
1757861981.88973,192.168.75.10,192.168.75.71,TCP,66
1757861981.88994,192.168.75.71,192.168.75.10,TCP,1514
1757861981.88994,192.168.75.71,192.168.75.10,TCP,1514
1757861981.890007,192.168.75.10,192.168.75.71,TCP,66
1757861981.890577,192.168.75.71,192.168.75.10,TCP,1514
1757861981.890577,192.168.75.71,192.168.75.10,TCP,1514
1757861981.890637,192.168.75.10,192.168.75.71,TCP,66
1757861981.890855,192.168.75.71,192.168.75.10,TCP,1514
1757861981.891171,192.168.75.71,192.168.75.10,TCP,1514
1757861981.891209,192.168.75.10,192.168.75.71,TCP,66
1757861981.891481,192.168.75.71,192.168.75.10,TCP,1514
1757861981.909497,192.168.75.71,192.168.75.10,TCP,1514
1757861981.909497,192.168.75.71,192.168.75.10,TCP,1514
1757861981.909628,192.168.75.10,192.168.75.71,TCP,66
1757861981.909779,192.168.75.71,192.168.75.10,TCP,1514
1757861981.909779,192.168.75.71,192.168.75.10,TCP,1514
1757861981.909904,192.168.75.10,192.168.75.71,TCP,66
1757861981.909983,192.168.75.71,192.168.75.10,TCP,1514
1757861981.909983,192.168.75.71,192.168.75.10,TCP,1514
1757861981.910018,192.168.75.10,192.168.75.71,TCP,66
1757861981.910432,192.168.75.71,192.168.75.10,TCP,1514
1757861981.910432,192.168.75.71,192.168.75.10,TCP,1514
1757861981.910511,192.168.75.10,192.168.75.71,TCP,66
1757861981.910678,192.168.75.71,192.168.75.10,TCP,1514
1757861981.910678,192.168.75.71,192.168.75.10,TCP,1514
1757861981.910726,192.168.75.10,192.168.75.71,TCP,66
1757861981.911136,192.168.75.71,192.168.75.10,TCP,1514
1757861981.911136,192.168.75.71,192.168.75.10,TCP,1514
1757861981.911217,192.168.75.10,192.168.75.71,TCP,66
1757861981.91138,192.168.75.71,192.168.75.10,TCP,1514
1757861981.91138,192.168.75.71,192.168.75.10,TCP,1514
1757861981.911433,192.168.75.10,192.168.75.71,TCP,66
1757861981.911807,192.168.75.71,192.168.75.10,TCP,1514
1757861981.911807,192.168.75.71,192.168.75.10,TCP,1514
1757861981.911862,192.168.75.10,192.168.75.71,TCP,66
1757861981.91227,192.168.75.71,192.168.75.10,TCP,1514
1757861981.91227,192.168.75.71,192.168.75.10,TCP,1514
1757861981.912355,192.168.75.10,192.168.75.71,TCP,66
1757861981.912547,192.168.75.71,192.168.75.10,TCP,1514
1757861981.912547,192.168.75.71,192.168.75.10,TCP,1514
1757861981.912645,192.168.75.10,192.168.75.71,TCP,66
1757861981.912961,192.168.75.71,192.168.75.10,TCP,1514
1757861981.912961,192.168.75.71,192.168.75.10,TCP,1514
1757861981.913018,192.168.75.10,192.168.75.71,TCP,66
1757861981.913233,192.168.75.71,192.168.75.10,TCP,1514
1757861981.913233,192.168.75.71,192.168.75.10,TCP,1514
1757861981.91336,192.168.75.10,192.168.75.71,TCP,66
1757861981.913588,192.168.75.71,192.168.75.10,TCP,1514
1757861981.913588,192.168.75.71,192.168.75.10,TCP,1514
1757861981.913628,192.168.75.10,192.168.75.71,TCP,66
1757861981.914042,192.168.75.71,192.168.75.10,TCP,1514
1757861981.914042,192.168.75.71,192.168.75.10,TCP,1514
1757861981.914189,192.168.75.10,192.168.75.71,TCP,66
1757861981.914279,192.168.75.71,192.168.75.10,TCP,1514
1757861981.914279,192.168.75.71,192.168.75.10,TCP,1514
1757861981.914396,192.168.75.10,192.168.75.71,TCP,66
1757861981.91471,192.168.75.71,192.168.75.10,TCP,1514
1757861981.91471,192.168.75.71,192.168.75.10,TCP,1514
1757861981.914848,192.168.75.10,192.168.75.71,TCP,66
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.921743,192.168.75.71,192.168.75.10,TCP,1514
1757861981.922103,192.168.75.10,192.168.75.71,TCP,66
1757861981.92241,192.168.75.71,192.168.75.10,TCP,1514
1757861981.92241,192.168.75.71,192.168.75.10,TCP,1514
1757861981.92241,192.168.75.71,192.168.75.10,TCP,1514
1757861981.92241,192.168.75.71,192.168.75.10,TCP,1514
1757861981.922466,192.168.75.10,192.168.75.71,TCP,66
1757861981.922542,192.168.75.71,192.168.75.10,TCP,1514
1757861981.922542,192.168.75.71,192.168.75.10,TCP,1514
1757861981.922581,192.168.75.10,192.168.75.71,TCP,66
1757861981.922927,192.168.75.71,192.168.75.10,TCP,1514
1757861981.922927,192.168.75.71,192.168.75.10,TCP,1514
1757861981.923014,192.168.75.10,192.168.75.71,TCP,66
1757861981.923346,192.168.75.71,192.168.75.10,TCP,1514
1757861981.926891,192.168.75.71,192.168.75.10,TCP,1514
1757861981.927005,192.168.75.10,192.168.75.71,TCP,66
1757861981.927384,192.168.75.71,192.168.75.10,TCP,1514
1757861981.927384,192.168.75.71,192.168.75.10,TCP,1514
1757861981.927542,192.168.75.10,192.168.75.71,TCP,66
1757861981.927653,192.168.75.71,192.168.75.10,TCP,1514
1757861981.927653,192.168.75.71,192.168.75.10,TCP,1514
1757861981.927697,192.168.75.10,192.168.75.71,TCP,66
1757861981.92792,192.168.75.71,192.168.75.10,TCP,1514
1757861981.92792,192.168.75.71,192.168.75.10,TCP,1514
1757861981.927956,192.168.75.10,192.168.75.71,TCP,66
1757861981.928312,192.168.75.71,192.168.75.10,TCP,1514
1757861981.928312,192.168.75.71,192.168.75.10,TCP,1514
1757861981.928369,192.168.75.10,192.168.75.71,TCP,66
1757861981.928777,192.168.75.71,192.168.75.10,TCP,1514
1757861981.928777,192.168.75.71,192.168.75.10,TCP,1514
1757861981.928893,192.168.75.10,192.168.75.71,TCP,66
1757861981.929091,192.168.75.71,192.168.75.10,TCP,1514
1757861981.929091,192.168.75.71,192.168.75.10,TCP,1514
1757861981.929212,192.168.75.10,192.168.75.71,TCP,66
1757861981.929572,192.168.75.71,192.168.75.10,TCP,1514
1757861981.929572,192.168.75.71,192.168.75.10,TCP,1514
1757861981.929666,192.168.75.10,192.168.75.71,TCP,66
1757861981.929957,192.168.75.71,192.168.75.10,TCP,1514
1757861981.930319,192.168.75.71,192.168.75.10,TCP,1514
1757861981.930319,192.168.75.71,192.168.75.10,TCP,1514
1757861981.9304,192.168.75.10,192.168.75.71,TCP,66
1757861981.948116,192.168.75.71,192.168.75.10,TCP,1514
1757861981.948116,192.168.75.71,192.168.75.10,TCP,1514
1757861981.948251,192.168.75.10,192.168.75.71,TCP,66
1757861981.948531,192.168.75.71,192.168.75.10,TCP,1514
1757861981.948531,192.168.75.71,192.168.75.10,TCP,1514
1757861981.948604,192.168.75.10,192.168.75.71,TCP,66
1757861981.948846,192.168.75.71,192.168.75.10,TCP,1514
1757861981.948846,192.168.75.71,192.168.75.10,TCP,1514
1757861981.948897,192.168.75.10,192.168.75.71,TCP,66
1757861981.949237,192.168.75.71,192.168.75.10,TCP,1514
1757861981.949237,192.168.75.71,192.168.75.10,TCP,1514
1757861981.949295,192.168.75.10,192.168.75.71,TCP,66
1757861981.949506,192.168.75.71,192.168.75.10,TCP,1514
1757861981.949506,192.168.75.71,192.168.75.10,TCP,1514
1757861981.949551,192.168.75.10,192.168.75.71,TCP,66
1757861981.949928,192.168.75.71,192.168.75.10,TCP,1514
1757861981.949928,192.168.75.71,192.168.75.10,TCP,1514
1757861981.949975,192.168.75.10,192.168.75.71,TCP,66
1757861981.950208,192.168.75.71,192.168.75.10,TCP,1514
1757861981.950208,192.168.75.71,192.168.75.10,TCP,1514
1757861981.950389,192.168.75.10,192.168.75.71,TCP,66
1757861981.950631,192.168.75.71,192.168.75.10,TCP,1514
1757861981.950631,192.168.75.71,192.168.75.10,TCP,1514
1757861981.950708,192.168.75.10,192.168.75.71,TCP,66
1757861981.950928,192.168.75.71,192.168.75.10,TCP,1514
1757861981.950928,192.168.75.71,192.168.75.10,TCP,1514
1757861981.951112,192.168.75.10,192.168.75.71,TCP,66
1757861981.951366,192.168.75.71,192.168.75.10,TCP,1514
1757861981.951366,192.168.75.71,192.168.75.10,TCP,1514
1757861981.951434,192.168.75.10,192.168.75.71,TCP,66
1757861981.951768,192.168.75.71,192.168.75.10,TCP,1514
1757861981.951768,192.168.75.71,192.168.75.10,TCP,1514
1757861981.951879,192.168.75.10,192.168.75.71,TCP,66
1757861981.952107,192.168.75.71,192.168.75.10,TCP,1514
1757861981.952107,192.168.75.71,192.168.75.10,TCP,1514
1757861981.952155,192.168.75.10,192.168.75.71,TCP,66
1757861981.952462,192.168.75.71,192.168.75.10,TCP,1514
1757861981.952462,192.168.75.71,192.168.75.10,TCP,1514
1757861981.952577,192.168.75.10,192.168.75.71,TCP,66
1757861981.952804,192.168.75.71,192.168.75.10,TCP,1514
1757861981.952804,192.168.75.71,192.168.75.10,TCP,1514
1757861981.952851,192.168.75.10,192.168.75.71,TCP,66
1757861981.953158,192.168.75.71,192.168.75.10,TCP,1514
1757861981.953158,192.168.75.71,192.168.75.10,TCP,1514
1757861981.953201,192.168.75.10,192.168.75.71,TCP,66
1757861981.953504,192.168.75.71,192.168.75.10,TCP,1514
1757861981.953504,192.168.75.71,192.168.75.10,TCP,1514
1757861981.953558,192.168.75.10,192.168.75.71,TCP,66
1757861981.953935,192.168.75.71,192.168.75.10,TCP,1514
1757861981.953935,192.168.75.71,192.168.75.10,TCP,1514
1757861981.954003,192.168.75.10,192.168.75.71,TCP,66
1757861981.954265,192.168.75.71,192.168.75.10,TCP,1514
1757861981.954265,192.168.75.71,192.168.75.10,TCP,1514
1757861981.954341,192.168.75.10,192.168.75.71,TCP,66
1757861981.954652,192.168.75.71,192.168.75.10,TCP,1514
1757861981.954652,192.168.75.71,192.168.75.10,TCP,1514
1757861981.954718,192.168.75.10,192.168.75.71,TCP,66
1757861981.954995,192.168.75.71,192.168.75.10,TCP,1514
1757861981.954995,192.168.75.71,192.168.75.10,TCP,1514
1757861981.955049,192.168.75.10,192.168.75.71,TCP,66
1757861981.955353,192.168.75.71,192.168.75.10,TCP,1514
1757861981.955353,192.168.75.71,192.168.75.10,TCP,1514
1757861981.955493,192.168.75.10,192.168.75.71,TCP,66
1757861981.955748,192.168.75.71,192.168.75.10,TCP,1514
1757861981.955748,192.168.75.71,192.168.75.10,TCP,1514
1757861981.955905,192.168.75.10,192.168.75.71,TCP,66
1757861981.956125,192.168.75.71,192.168.75.10,TCP,1514
1757861981.956125,192.168.75.71,192.168.75.10,TCP,1514
1757861981.956248,192.168.75.10,192.168.75.71,TCP,66
1757861981.956463,192.168.75.71,192.168.75.10,TCP,1514
1757861981.956463,192.168.75.71,192.168.75.10,TCP,1514
1757861981.956498,192.168.75.10,192.168.75.71,TCP,66
1757861981.956805,192.168.75.71,192.168.75.10,TCP,1514
1757861981.956805,192.168.75.71,192.168.75.10,TCP,1514
1757861981.956842,192.168.75.10,192.168.75.71,TCP,66
1757861981.957158,192.168.75.71,192.168.75.10,TCP,1514
1757861981.957158,192.168.75.71,192.168.75.10,TCP,1514
1757861981.957192,192.168.75.10,192.168.75.71,TCP,66
1757861981.957507,192.168.75.71,192.168.75.10,TCP,1514
1757861981.957507,192.168.75.71,192.168.75.10,TCP,1514
1757861981.957548,192.168.75.10,192.168.75.71,TCP,66
1757861981.95855,192.168.75.71,192.168.75.10,TCP,1514
1757861981.958608,192.168.75.10,192.168.75.71,TCP,66
1757861981.958745,192.168.75.71,192.168.75.10,TCP,1514
1757861981.958745,192.168.75.71,192.168.75.10,TCP,1514
1757861981.958794,192.168.75.10,192.168.75.71,TCP,66
1757861981.95913,192.168.75.71,192.168.75.10,TCP,1514
1757861981.95913,192.168.75.71,192.168.75.10,TCP,1514
1757861981.959172,192.168.75.10,192.168.75.71,TCP,66
1757861981.959486,192.168.75.71,192.168.75.10,TCP,1514
1757861981.959486,192.168.75.71,192.168.75.10,TCP,1514
1757861981.959526,192.168.75.10,192.168.75.71,TCP,66
1757861981.959824,192.168.75.71,192.168.75.10,TCP,1514
1757861981.959824,192.168.75.71,192.168.75.10,TCP,1514
1757861981.959862,192.168.75.10,192.168.75.71,TCP,66
1757861981.960325,192.168.75.71,192.168.75.10,TCP,1514
1757861981.960325,192.168.75.71,192.168.75.10,TCP,1514
1757861981.960356,192.168.75.10,192.168.75.71,TCP,66
1757861981.96059,192.168.75.71,192.168.75.10,TCP,1514
1757861981.96059,192.168.75.71,192.168.75.10,TCP,1514
1757861981.960679,192.168.75.10,192.168.75.71,TCP,66
1757861981.96092,192.168.75.71,192.168.75.10,TCP,1514
1757861981.961366,192.168.75.71,192.168.75.10,TCP,1514
1757861981.961366,192.168.75.71,192.168.75.10,TCP,1514
1757861981.961413,192.168.75.10,192.168.75.71,TCP,66
1757861981.961746,192.168.75.71,192.168.75.10,TCP,1514
1757861981.961746,192.168.75.71,192.168.75.10,TCP,1514
1757861981.961779,192.168.75.10,192.168.75.71,TCP,66
1757861981.962313,192.168.75.71,192.168.75.10,TCP,1514
1757861981.962349,192.168.75.10,192.168.75.71,TCP,66
1757861981.967858,192.168.75.71,192.168.75.10,TCP,1514
1757861981.967858,192.168.75.71,192.168.75.10,TCP,1514
1757861981.968013,192.168.75.10,192.168.75.71,TCP,66
1757861981.968156,192.168.75.71,192.168.75.10,TCP,1514
1757861981.968156,192.168.75.71,192.168.75.10,TCP,1514
1757861981.968281,192.168.75.10,192.168.75.71,TCP,66
1757861981.96847,192.168.75.71,192.168.75.10,TCP,1514
1757861981.96847,192.168.75.71,192.168.75.10,TCP,1514
1757861981.968514,192.168.75.10,192.168.75.71,TCP,66
1757861981.96876,192.168.75.71,192.168.75.10,TCP,1514
1757861981.969142,192.168.75.71,192.168.75.10,TCP,1514
1757861981.969142,192.168.75.71,192.168.75.10,TCP,1514
1757861981.969227,192.168.75.10,192.168.75.71,TCP,66
